Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,DLTR,0,0,0,0,24400000000.0,29090000000.0,,16.74,2.51,1.07,4.32,1.27,12.01,-6.97,7.89,7.54,-24.81,22820000000.0,95.94,-2.4,8359999999.999999,2420000000.0,-1590000000.0,-6.69,,422100000.0,1.77,4269999999.9999995,75.59,2.05,23.7,1770000000.0,675550000.0,0.54,100.69,91.21,2310000.0,238200000.0,234660000.0,2.81,96.4,7320000.0,2.63,3.48,7220000.0
0,0,NRG,0,0,0,0,11700000000.0,18670000000.0,48.39,10.41,0.27,1.23,,1.97,11.04,2.83,12.02,4.19,110.71,9480000000.0,31.18,-7.9,2370000000.0,1690000000.0,460000000.0,0.87,,580000000.0,2.06,6520000000.0,,1.5,-4.35,1380000000.0,479000000.0,0.27,42.18,39.68,3510000.0,278980000.0,279600000.0,0.78,102.33,19370000.0,4.55,7.98,11370000.0
0,0,TM,0,0,0,0,173250000000.0,174440000000.0,7.47,,,,0.99,,,6.33,0.0,3.14,10.15,,,2.6,,,,16.36,-80.8,,,,102.26,1.0,123.5,,,0.71,120.11,120.0,2870000000.0,2870000000.0,1080000000.0,0.0,0.75,2.04,2.04,,3.52
0,0,MNST,0,0,0,0,28820000000.0,27760000000.0,30.15,23.28,1.81,7.57,7.99,7.29,20.31,26.08,34.41,17.58,26.46,3810000000.0,6.83,14.1,2300000000.0,1370000000.0,993000000.0,1.76,18.8,958160000.0,1.76,,,3.0,6.64,1160000000.0,937620000.0,1.5,58.2,55.75,4179999.9999999995,543150000.0,395830000.0,27.88,67.3,7850000.0,1.88,2.12,7220000.0
0,0,SHW,0,0,0,0,41160000000.0,51060000000.0,38.25,18.41,1.37,2.35,11.08,2.91,20.44,6.32,10.84,6.09,30.05,17530000000.0,188.56,2.1,7420000000.0,2500000000.0,1110000000.0,11.67,-88.2,155500000.0,1.68,9340000000.0,250.45,1.01,40.28,1940000000.0,1830000000.0,1.23,431.18,414.57,92190000.0,92190000.0,82870000.0,10.73,79.01,1190000.0,1.92,1.43,1510000.0
0,0,VRSN,0,0,0,0,22720000000.0,23170000000.0,39.95,34.57,4.52,18.7,,19.07,28.4,47.94,63.16,19.75,,1210000000.0,10.71,4.0,1020000000.0,815760000.0,582490000.0,4.75,77.2,1270000000.0,10.61,1790000000.0,,1.39,-11.54,697770000.0,477560000.0,0.87,180.46,161.32,119720000.0,119720000.0,98280000.0,1.12,96.56,1750000.0,2.99,2.48,1700000.0
0,0,EXPR,0,0,0,0,285980000.0,178740000.0,33.08,-107.5,0.37,0.14,0.5,0.08,1.57,0.46,1.34,1.56,1.56,2120000000.0,29.18,-10.2,828830000.0,114230000.0,9630000.0,0.13,,171670000.0,2.58,65099999.99999999,11.12,1.86,8.68,73720000.0,31760000.0,1.11,4.6648,6.579,1970000.0,66510000.00000001,65110000.0,2.71,128.35,14240000.0,6.48,22.39,14930000.0
0,0,ESV,0,0,0,0,1740000000.0,6170000000.0,,-3.61,0.11,1.02,0.21,3.62,24.88,-37.51,-11.19,-0.83,-7.47,1710000000.0,3.93,-12.2,386000000.0,247800000.0,-632100000.0,-1.475,,604100000.0,1.38,5010000000.0,61.94,2.48,18.51,-53200000.0,-451400000.0,2.45,4.2364,5.5287,10990000.0,437390000.0,433780000.0,58.45,0.0,81220000.0,7.37,21.06,84820000.0
0,0,DE,0,0,0,0,52550000000.0,93110000000.0,15.87,13.1,0.75,1.37,4.64,2.43,15.84,8.86,10.56,3.71,33.02,38390000000.0,119.39,15.5,9020000000.0,5880000000.0,3400000000.0,10.4,,2760000000.0,8.66,43290000000.0,381.53,2.0,35.57,1470000000.0,-923050000.0,1.02,160.69,153.25,2049999.9999999998,318490000.0,286510000.0,0.23,79.82,7430000.0,3.14,2.33,6920000.0
0,0,STI,0,0,0,0,27440000000.0,43120000000.0,10.79,10.15,1.08,3.05,1.25,4.79,,30.82,39.21,1.32,11.26,9000000000.0,19.54,9.4,9010000000.0,,2670000000.0,5.74,-11.1,11080000000.0,25.01,24250000000.0,,,49.57,2570000000.0,,1.68,63.02,61.01,4850000.0,443250000.0,441370000.0,0.37,83.25,10650000.0,2.72,2.39,6190000.0
0,0,MCHP,0,0,0,0,22290000000.0,32130000000.000004,71.42,13.98,1.06,4.44,4.32,6.4,20.57,6.53,15.27,3.65,7.86,5020000000.0,21.32,38.3,2420000000.0,1560000000.0,327900000.0,1.32,,436200000.0,1.84,10540000000.0,204.26,2.92,21.78,1630000000.0,642100000.0,1.32,86.63,77.22,2850000.0,236970000.0,231820000.0,2.19,117.56,37310000.0,17.41,21.09,38470000.0
0,0,DHR,0,0,0,0,94440000000.0,101320000000.0,35.32,25.04,4.07,4.75,3.28,5.09,21.03,13.33,17.65,4.65,9.71,19890000000.0,28.39,5.5,11110000000.0,4820000000.0,2650000000.0,3.74,-12.8,787800000.0,1.12,9740000000.0,34.51,1.47,40.22,4019999999.9999995,3010000000.0,0.94,126.29,109.53,3010000.0,715690000.0,654870000.0,11.41,79.9,6430000.0,1.37,,5240000.0
0,0,CAT,0,0,0,0,80470000000.0,110450000000.0,13.63,10.59,0.45,1.47,5.73,2.02,9.95,11.23,15.23,6.7,44.16,54720000000.0,92.53,11.2,17000000000.0,11100000000.0,6150000000.0,10.26,,6970000000.0,12.11,36590000000.0,259.89,1.37,24.39,6560000000.0,3520000000.0,1.35,135.59,132.91,4490000.0,575540000.0,574710000.0,0.17,68.56,7690000.0,1.74,1.4,9990000.0
0,0,XLNX,0,0,0,0,32890000000.0,30950000000.0,39.44,33.83,2.06,11.18,12.47,10.52,28.45,28.53,32.84,11.52,33.55,2940000000.0,11.64,33.7,1780000000.0,1090000000.0,838980000.0,3.29,,3470000000.0,13.7,1740000000.0,66.14,4.38,10.42,1050000000.0,715070000.0,1.41,124.33,97.65,3830000.0,253160000.0,252740000.0,0.21,90.63,6000000.0,1.67,2.67,4790000.0
0,0,BIG,0,0,0,0,1570000000.0,2009999999.9999998,10.19,10.11,34.67,0.3,2.26,0.38,5.99,2.99,4.24,7.56,23.03,5240000000.0,128.36,-2.6,2120000000.0,336180000.0,156890000.0,3.83,3.1,46030000.0,1.15,518580000.00000006,74.83,1.77,17.31,234060000.0,-166500000.0,2.18,34.57,36.18,1540000.0,40140000.0,39570000.0,1.67,108.96,7520000.0,3.02,22.84,8189999.999999999
0,0,SYY,0,0,0,0,34530000000.0,42610000000.0,24.01,17.74,1.97,0.58,15.93,0.71,12.84,2.48,4.27,8.75,65.59,59650000000.0,114.6,2.5,11090000000.0,3320000000.0,1480000000.0,2.8,-5.9,744810000.0,1.45,8840000000.0,401.43,1.25,4.22,2140000000.0000002,1710000000.0,0.73,66.55,66.62,3160000.0,513460000.00000006,512350000.0,0.21,81.69,12070000.0,4.4,2.5,12210000.0
0,0,WPO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SIAL,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PBI,0,0,0,0,1260000000.0,3630000000.0,5.72,5.61,-1.06,0.36,5.33,1.03,6.47,6.35,10.17,3.54,93.44,3520000000.0,18.81,3.4,1630000000.0,561600000.0,199950000.0,1.19,-50.0,926650000.0,4.92,3270000000.0,1363.67,1.25,1.27,392260000.0,421680000.0,2.01,6.9,7.06,4030000.0000000005,185110000.0,186890000.0,0.55,74.04,24210000.0,6.11,15.17,22120000.0
0,0,GAS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,TIF,0,0,0,0,12950000000.0,13210000000.0,22.45,19.71,2.39,2.92,4.16,2.97,13.15,13.2,17.46,8.98,18.39,4440000000.0,36.14,-1.0,2810000000.0,1000000000.0,586400000.0,4.75,230.4,855300000.0,7.04,996800000.0,31.84,5.24,25.66,531799999.99999994,229280000.0,1.28,98.1,98.8,1810000.0,121450000.0,101490000.0,0.95,98.73,7720000.0,5.32,6.26,7400000.0
0,0,GME,0,0,0,0,1020000000.0,1370000000.0,,5.1,-0.13,0.11,0.65,0.15,2.27,-6.45,5.09,5.76,-30.48,9170000000.0,90.01,4.8,3040000000.0,602900000.0,-591200000.0,-5.81,,454500000.0,4.46,820000000.0,52.39,1.1,15.34,272800000.0,169990000.0,0.46,10.95,13.27,4200000.0,102270000.0,99800000.0,2.48,109.35,38520000.0,12.72,45.15,32920000.0
0,0,PG,0,0,0,0,262589999999.99997,283570000000.0,25.53,22.1,3.78,3.92,4.95,4.24,16.09,16.13,22.22,7.42,19.89,66910000000.0,26.69,0.2,33380000000.000004,17630000000.0,10520000000.0,4.11,28.0,12120000000.0,4.84,33630000000.000004,61.77,0.78,21.2,15130000000.0,10250000000.0,0.22,100.98,93.13,9270000.0,2500000000.0,2500000000.0,0.08,63.45,24680000.0,2.73,1.01,23280000.0
0,0,ABT,0,0,0,0,137920000000.0,154440000000.0,59.08,21.81,2.32,4.51,4.52,5.05,21.45,7.74,12.83,3.42,7.55,30580000000.0,17.39,2.3,18150000000.0,7200000000.0,2320000000.0,1.33,,4090000000.0,2.33,19570000000.0,63.69,1.62,17.39,6300000000.0,4890000000.0,0.88,78.18,72.49,5990000.0,1760000000.0,1740000000.0,0.72,76.46,16020000.0,2.73,0.94,15220000.0
0,0,LEN,0,0,0,0,16219999999.999998,25600000000.0,9.37,8.59,2.25,0.76,1.14,1.19,9.72,8.39,11.83,,,21460000000.0,66.05,29.8,,2630000000.0,1780000000.0,5.47,76.1,1370000000.0,4.23,10120000000.0,68.9,,44.97,,,1.25,48.51,44.75,4120000.0,285950000.0,275180000.0,1.94,97.39,12100000.0,3.44,4.85,12600000.0
0,0,BLK,0,0,0,0,70720000000.0,67620000000.00001,16.78,15.16,2.01,4.98,2.18,4.76,11.65,30.32,39.31,1.84,13.08,14200000000.0,88.57,-8.8,7210000000.0,5800000000.0,4300000000.0,26.58,-59.6,9170000000.0,57.84,5060000000.0,15.1,1.38,204.23,3080000000.0,3830000000.0,1.17,432.31,418.73,157550000.0,157550000.0,120700000.0,3.75,83.48,1060000.0,1.85,0.87,1110000.0
0,0,IVZ,0,0,0,0,8240000000.0,14690000000.0,9.59,7.83,4.08,1.55,0.95,2.77,9.87,16.61,25.33,2.69,9.53,5310000000.0,12.89,-8.7,1800000000.0,1490000000.0,882800000.0,2.14,-72.0,1830000000.0,4.62,7630000000.0,81.81,8.22,21.6,828800000.0,2710000000.0,1.42,19.36,19.61,4480000.0,401790000.0,390110000.0,1.61,86.94,14310000.0,3.23,4.15,12360000.0
0,0,WY,0,0,0,0,20180000000.0,26760000000.0,27.36,26.05,6.47,2.7,2.24,3.58,14.39,10.01,18.38,4.86,8.34,7480000000.0,9.91,-10.3,1880000000.0,1860000000.0,748000000.0,0.99,,334000000.0,0.45,6650000000.0,73.47,0.83,12.12,1110000000.0,534380000.0,1.72,25.67,26.31,4800000.0,744770000.0,744570000.0,0.26,79.6,12120000.0,2.11,,11270000.0
0,0,RAI,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,INTC,0,0,0,0,250490000000.0,264740000000.0,12.43,11.77,1.54,3.54,3.37,3.74,8.19,29.72,32.81,11.57,29.32,70850000000.0,15.36,9.4,43740000000.0,32330000000.0,21050000000.0,4.48,,11650000000.0,2.59,26360000000.0,35.35,1.73,16.51,29430000000.0,7770000000.0,0.49,53.44,48.82,23430000.0,4500000000.0,4500000000.0,0.05,68.72,57090000.0,2.66,1.22,53610000.0
0,0,KEY,0,0,0,0,16680000000.0,31470000000.0,9.68,8.31,1.32,2.7,1.19,5.09,,30.2,39.27,1.34,12.14,6180000000.0,5.93,2.7,6180000000.0,,1790000000.0,1.71,146.9,1700000000.0,1.68,14980000000.0,,,13.87,2510000000.0,,1.51,16.83,17.3,13650000.0,1010000000.0,1000000000.0,0.41,83.61,12810000.0,1.15,1.37,12270000.0
0,0,CMI,0,0,0,0,25630000000.0,27550000000.0,12.41,11.12,1.24,1.08,3.5,1.16,8.95,9.01,10.39,8.31,26.63,23770000000.0,146.58,11.9,5740000000.0,3080000000.0,2140000000.0000002,13.15,,1520000000.0,9.69,2480000000.0,29.98,1.54,46.62,2380000000.0,665880000.0,1.27,156.92,146.23,1360000.0,157080000.0,156830000.0,0.27,84.25,3950000.0,2.56,,2900000.0
0,0,COP,0,0,0,0,75320000000.0,82470000000.0,12.51,15.33,-70.04,2.01,2.37,2.2,5.25,16.69,25.87,8.46,20.06,37490000000.0,32.14,19.9,19220000000.0,15710000000.0,6260000000.0,5.32,18.3,7620000000.0,6.72,14970000000.0,46.68,1.79,28.06,12930000000.0,6360000000.0,0.7,67.81,68.11,6530000.0,1130000000.0,1130000000.0,0.09,75.05,12910000.0,1.75,1.1,10580000.0
0,0,FISV,0,0,0,0,34590000000.0,40730000000.0,30.78,22.53,2.16,5.94,15.12,6.99,21.46,20.39,26.21,8.85,47.25,5820000000.0,14.36,2.3,2750000000.0,1900000000.0,1190000000.0,2.87,-47.6,415000000.0,1.06,5960000000.0,259.88,1.11,5.84,1600000000.0,1010000000.0,0.97,86.13,80.24,5500000.0,391590000.0,390750000.0,0.29,91.1,35910000.0,7.49,,35820000.0
0,0,PXD,0,0,0,0,25560000000.0,26210000000.0,26.67,15.76,0.45,2.81,2.12,2.88,7.93,10.76,19.27,6.27,8.34,9090000000.0,53.17,8.5,4019999999.9999995,3310000000.0,973000000.0,5.69,-51.4,1440000000.0,8.55,2280000000.0,18.86,1.42,71.45,3240000000.0,-950750000.0,1.16,141.83,148.52,1820000.0,168490000.0,166760000.0,0.95,90.79,3130000.0,1.6,1.85,3590000.0
0,0,SYMC,0,0,0,0,15490000000.0,17160000000.0,,13.62,1.38,3.26,2.62,3.61,17.26,-1.3,12.96,2.37,-1.33,4750000000.0,7.56,0.2,3800000000.0,994000000.0,-72000000.0,-0.1,-95.2,2580000000.0,4.03,5050000000.0,85.42,1.02,9.24,1210000000.0,934250000.0,0.96,22.75,21.27,5220000.0,639220000.0,597250000.0,1.03,93.28,12670000.0,2.98,2.29,12310000.0
0,0,DLX,0,0,0,0,2009999999.9999998,2870000000.0,14.6,8.05,1.05,1.01,2.25,1.43,6.19,7.49,18.53,10.25,15.5,2000000000.0,42.65,6.0,1210000000.0,463020000.0,149010000.0,3.16,-32.5,59740000.0,1.37,911860000.0,99.61,1.15,20.5,339320000.0,272570000.0,1.73,44.38,46.79,43640000.0,43640000.0,43200000.0,1.32,92.91,2400000.0,7.24,6.46,1940000.0
0,0,HOG,0,0,0,0,6330000000.0,13400000000.0,12.63,10.6,1.39,1.11,3.58,2.34,12.72,9.3,14.39,4.98,29.38,5720000000.0,34.51,-6.8,2069999999.9999998,1050000000.0,531450000.00000006,3.19,-94.0,554560000.0,3.52,7600000000.0,428.38,1.25,11.24,1210000000.0,693000000.0,1.3,36.75,38.2,2330000.0,157130000.0,157030000.0,0.64,94.07,17500000.0,6.43,,16010000.000000002
0,0,PCAR,0,0,0,0,23910000000.0,29600000000.0,11.05,12.2,2.61,1.02,2.78,1.26,9.22,9.34,11.68,7.01,26.38,23500000000.0,66.94,15.1,3520000000.0,3210000000.0,2200000000.0,6.24,-1.9,4300000000.0,12.4,9970000000.0,116.01,2.39,24.79,2990000000.0,513799999.99999994,1.47,68.2,63.1,2150000.0,346790000.0,339640000.0,2.19,64.64,9310000.0,4.47,2.73,8170000.0
0,0,IGT,0,0,0,0,2820000000.0,11580000000.0,,8.75,0.35,0.58,1.56,2.4,7.98,-0.44,16.04,3.36,4.2,4830000000.0,23.67,-5.9,1890000000.0,1450000000.0,-21350000.0,-0.1,,250670000.0,1.23,8070000000.0,293.24,1.14,8.85,29630000.0,-480140000.0,1.04,14.78,16.1,3430000.0,204200000.0,99010000.0,51.53,51.88,11650000.0,2.89,11.76,10110000.0
0,0,HSY,0,0,0,0,24240000000.0,28040000000.0,20.84,19.64,2.57,3.11,17.43,3.6,13.73,15.11,22.55,16.57,100.14,7790000000.0,37.1,2.5,3580000000.0,2040000000.0,1180000000.0,5.58,85.9,588000000.0,2.82,4460000000.0,316.76,0.93,6.67,1600000000.0,981680000.0,0.05,111.64,107.54,1140000.0,208520000.0,143230000.0,0.43,76.28,5960000.0,4.09,,4680000.0
0,0,BF-B,0,0,0,0,25050000000.0,27640000000.0,32.55,29.13,3.3,7.56,16.94,8.34,25.24,23.73,31.0,12.58,58.35,3310000000.0,6.91,3.0,2200000000.0,1100000000.0,786000000.0,1.63,19.5,260000000.0,0.55,2510000000.0,167.98,3.08,3.13,627000000.0,-51880000.0,0.45,50.73,48.28,1330000.0,308050000.0,332630000.0,,,13350000.0,8.55,,11400000.0
0,0,XRX,0,0,0,0,7710000000.0,12060000000.0,24.46,8.37,4.27,0.78,1.55,1.23,8.7,3.67,10.03,4.0,6.95,9830000000.0,39.52,-7.8,3930000000.0,1390000000.0,347000000.0,1.38,,1080000000.0,4.72,5230000000.0,99.56,1.44,21.8,1140000000.0,1150000000.0,2.2,31.58,27.12,3430000.0,228510000.0,196870000.0,4.08,88.25,6150000.0,2.04,2.57,6240000.0
0,0,DKS,0,0,0,0,3910000000.0,3820000000.0,12.54,11.99,-9.42,0.46,2.0,0.45,5.54,3.79,5.27,6.62,16.64,8439999999.999999,86.31,-6.5,,688560000.0,319860000.0,3.24,-11.6,113650000.0,1.18,60040000.0,3.15,1.41,20.29,712760000.0,334760000.0,1.0,37.02,35.35,2250000.0,71760000.0,69870000.0,3.61,115.3,15780000.0,5.3,20.44,14530000.0
0,0,FB,0,0,0,0,499250000000.0,460890000000.0,23.11,19.72,1.4,8.94,5.93,8.25,15.77,39.6,44.62,17.12,27.91,55840000000.0,19.32,30.4,46480000000.0,29230000000.0,22110000000.0,7.57,61.2,41110000000.0,14.41,500000000.0,0.59,7.19,29.48,29270000000.0,10360000000.0,1.18,166.91,153.09,19630000.0,2390000000.0,2340000000.0,1.43,74.77,21930000.0,1.29,0.92,25960000.0
0,0,GPC,0,0,0,0,16700000000.0,19640000000.0,20.8,18.28,4.32,0.89,4.84,1.05,13.95,4.33,6.22,5.81,23.37,18740000000.0,127.75,9.4,5980000000.0,1410000000.0,810470000.0,5.5,72.6,333550000.0,2.29,3140000000.0,90.53,1.28,23.64,1150000000.0,861500000.0,0.96,109.01,101.46,145940000.0,145940000.0,143080000.0,2.88,77.74,3430000.0,3.0,2.74,3530000.0
0,0,DPS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,NU,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,KR,0,0,0,0,19050000000.0,33830000000.0,6.35,10.03,1.77,0.16,2.41,0.28,6.48,2.57,2.21,4.44,41.76,121160000000.0,149.58,-9.5,26270000000.0,5220000000.0,3080000000.0,3.76,-69.7,429000000.0,0.54,15230000000.0,194.37,0.76,9.88,4160000000.0,1890000000.0,0.89,26.02,28.16,8150000.0,798330000.0,791950000.0,0.7,84.48,34040000.0,2.92,4.01,44960000.0
0,0,CHRW,0,0,0,0,12310000000.0,13210000000.0,18.95,16.81,2.15,0.74,7.71,0.79,13.29,3.99,5.48,13.16,43.99,16629999999.999998,119.64,4.5,1360000000.0,994120000.0,664510000.0,4.73,22.7,378620000.0,2.77,1350000000.0,84.41,1.92,11.62,792900000.0,618720000.0,0.85,88.67,89.1,1150000.0,137360000.0,136320000.0,0.49,89.19,8800000.0,6.77,,9620000.0
0,0,JCP,0,0,0,0,455570000.0,4160000000.0,,-2.88,0.07,0.04,0.39,0.35,6.67,-2.12,0.57,0.52,-19.98,12020000000.0,38.07,-8.4,4150000000.0000005,624000000.0,-255000000.0,-0.81,-69.0,333000000.0,1.05,4040000000.0,344.87,1.52,3.7,359000000.0,100880000.0,2.08,1.5312,1.4313,9800000.0,316370000.0,282390000.0,5.34,73.16,128889999.99999999,8.73,47.45,113040000.0
0,0,GD,0,0,0,0,49760000000.0,60660000000.0,15.42,13.26,1.75,1.37,4.23,1.68,11.56,9.24,12.39,6.97,28.99,36190000000.0,122.58,25.4,4500000000.0,5250000000.0,3360000000.0,11.18,42.9,963000000.0,3.35,12420000000.0,105.84,1.23,40.74,3130000000.0,1570000000.0,1.46,169.43,175.32,1390000.0,288770000.0,277240000.0,5.96,87.82,3400000.0,2.36,1.45,3340000.0
0,0,SPLS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,HRS,0,0,0,0,19330000000.0,22860000000.0,22.91,18.08,1.16,3.0,5.66,3.55,15.05,13.44,19.57,8.0,27.04,6450000000.0,54.57,8.5,2250000000.0,1520000000.0,864000000.0,7.16,71.8,343000000.0,2.91,3820000000.0,111.93,1.27,28.97,847000000.0,817370000.0,1.3,162.1,153.44,117830000.0,117830000.0,117340000.0,0.37,92.66,9680000.0,11.24,10.85,9180000.0
0,0,PCLN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,SNTS,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18640.88,18166.64,,,,,,,,,
0,0,RHT,0,0,0,0,32360000000.0,30520000000.0,78.56,40.23,2.72,9.62,20.05,9.08,49.13,12.91,15.24,5.79,28.14,3360000000.0,19.02,13.8,,621280000.0,433990000.0,2.33,,2180000000.0,12.31,301370000.0,18.67,1.27,9.13,1010000000.0,753480000.0,-0.29,182.13,167.46,1510000.0,176760000.0,171710000.0,0.67,92.07,10080000.0,7.53,7.42,9980000.0
0,0,ANN,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,PEP,0,0,0,0,171320000000.0,194250000000.0,13.89,20.54,4.91,2.65,11.84,3.0,15.15,19.35,16.43,8.44,98.18,64660000000.0,45.7,-0.0,35280000000.0,12820000000.0,12510000000.0,8.78,,8990000000.0,6.4,32320000000.0,221.35,0.99,10.3,9420000000.0,6790000000.0,0.56,118.02,113.6,5430000.0,1400000000.0,1400000000.0,0.2,73.8,11070000.0,1.9,0.79,7860000.0
0,0,ED,0,0,0,0,26900000000.0,47160000000.0,18.96,18.42,6.4,2.18,1.61,3.82,12.41,11.2,19.15,2.9,8.57,12340000000.0,39.58,-0.4,6240000000.0,3800000000.0,1380000000.0,4.42,-34.5,895000000.0,2.79,20710000000.0,122.99,0.62,52.11,2700000000.0,-1620000000.0,0.25,83.0,79.05,2049999.9999999998,321080000.0,320720000.0,0.17,62.65,11450000.0,5.53,,10420000.0
0,0,JCI,0,0,0,0,33220000000.0,45950000000.0,14.81,14.5,2.17,1.05,1.65,1.46,9.73,7.25,11.53,4.65,11.9,31560000000.0,34.13,3.0,9380000000.0,4720000000.0,2340000000.0,2.46,54.3,292000000.0,0.32,11910000000.0,55.63,1.03,22.02,2750000000.0,2040000000.0,1.29,35.99,33.85,4310000.0,912710000.0,909800000.0,0.17,92.33,15470000.0,4.21,1.92,13420000.0
0,0,HUM,0,0,0,0,37110000000.0,31350000000.0,22.5,14.2,1.09,0.65,3.65,0.55,9.4,2.96,5.47,7.4,16.83,56910000000.0,413.95,7.4,11030000000.0,3340000000.0,1680000000.0,12.16,92.9,12370000000.0,91.24,6240000000.0,61.41,1.68,74.95,2170000000.0,-292250000.0,1.11,280.03,303.73,1110000.0,135640000.0,135240000.0,0.2,96.44,2100000.0,1.68,1.56,2480000.0
0,0,IR,0,0,0,0,27250000000.0,30500000000.0,21.06,16.14,1.7,1.74,3.88,1.95,13.12,8.54,12.69,6.89,19.33,15670000000.0,63.38,7.7,4820000000.0,2320000000.0,1360000000.0,5.34,-44.8,903400000.0,3.73,4090000000.0,57.91,1.33,29.03,1410000000.0,1170000000.0,1.19,106.51,100.28,1460000.0,242170000.0,241460000.0,0.39,84.23,2840000.0,2.08,1.15,3330000.0
0,0,CME,0,0,0,0,61690000000.0,63860000000.0,30.19,22.56,2.92,14.31,2.37,14.82,21.86,45.53,62.01,2.18,8.12,4310000000.0,12.59,37.4,4310000000.0,2920000000.0,1960000000.0,5.71,-86.9,1450000000.0,4.05,4400000000.0,16.95,1.01,72.64,2440000000.0,1300000000.0,0.06,171.22,180.09,1840000.0,357840000.0,348890000.0,1.64,87.89,4850000.0,2.33,1.37,4770000.0
0,0,WU,0,0,0,0,8500000000.0,10910000000.0,10.42,9.74,3.69,1.52,,1.95,7.94,15.24,19.86,7.61,,5590000000.0,12.37,-2.6,2290000000.0,1380000000.0,851900000.0,1.87,,973500000.0,2.23,3430000000.0,,0.24,-0.7,821300000.0,-178500000.0,0.76,18.2,18.15,5870000.0,436120000.0,433920000.0,0.41,105.58,36890000.0,5.69,10.56,30730000.0
0,0,DIS,0,0,0,0,206650000000.0,192850000000.0,15.75,16.4,6.6,3.48,3.43,3.25,11.04,18.46,24.35,9.15,21.94,59390000000.0,39.76,-0.3,26710000000.0,17460000000.0,10960000000.0,7.3,-37.0,4460000000.0,2.99,20660000000.0,37.22,1.0,33.54,14160000000.0,7090000000.0,0.51,112.7,112.83,10780000.0,1800000000.0,1490000000.0,0.19,54.76,43260000.0,4.82,2.91,27030000.0
0,0,KMB,0,0,0,0,41860000000.0,49210000000.0,30.18,17.53,6.43,2.26,,2.66,12.74,7.63,17.06,13.28,345.69,18490000000.0,53.12,-0.7,6140000000.0,3860000000.0,1410000000.0,4.03,-33.4,539000000.0,1.57,7520000000.0,,0.77,-0.83,2970000000.0,2200000000.0,0.45,119.47,113.84,1910000.0,344110000.0,343050000.0,0.4,75.72,6880000.0,4.4,2.01,6890000.0
0,0,MS,0,0,0,0,76860000000.0,-136729999999.99998,9.51,8.41,0.85,1.92,1.07,-3.41,,21.81,34.21,1.04,11.12,40110000000.0,23.48,-10.0,35700000000.0,,8230000000.0,4.73,138.1,512289999999.99994,299.8,288050000000.0,353.85,1.76,42.2,7300000000.0,,1.05,42.47,43.21,12890000.0,1710000000.0,1210000000.0,24.28,62.15,13410000.0,1.28,1.13,11440000.0
0,0,L,0,0,0,0,15130000000.0,24940000000.0,24.42,13.88,0.66,1.08,0.82,1.77,10.63,4.52,10.2,1.14,3.07,14070000000.0,44.09,-7.5,6240000000.0,2350000000.0,636000000.0,1.99,,4430000000.0,14.23,11380000000.0,53.19,0.47,59.34,4219999999.9999995,2060000000.0,0.62,47.72,47.4,1140000.0,311300000.0,270850000.0,69.62,26.03,4940000.0,3.97,1.74,4400000.0
0,0,EMC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ECL,0,0,0,0,52260000000.0,59290000000.0,37.14,27.3,2.26,3.56,6.52,4.04,19.12,9.74,14.75,6.75,18.34,14670000000.0,50.83,3.1,6050000000.0,3100000000.0,1430000000.0,4.88,-29.8,114700000.0,0.4,7050000000.0,87.48,1.27,27.82,2280000000.0,1240000000.0,0.68,172.56,158.18,1050000.0,288370000.0,255770000.0,0.49,88.33,4820000.0,4.1,1.91,5210000.0
